Word,Count,Percentage of total,Cumulative percentage of total
σύνοικος,7,0.02,78.0
δυσδαίμων,7,0.02,78.02
ἄφυκτος,7,0.02,78.04
καινός,7,0.02,78.06
σκληρός,7,0.02,78.08
πολύπονος,7,0.02,78.1
ἐχθίων,7,0.02,78.13
ἥσυχος,7,0.02,78.15
ἀδάματος,7,0.02,78.17
ἄφιλος,7,0.02,78.19
ἥκιστος,7,0.02,78.21
ἀδάμας,7,0.02,78.23
ἄδηλος,7,0.02,78.26
ὡραῖος,7,0.02,78.28
ʽἑκάεργος,6,0.02,78.3
ὀτρηρός,6,0.02,78.31
ἀδάκρυτος,6,0.02,78.33
χαλκοβατής,6,0.02,78.35
σκαιός,6,0.02,78.37
εὔκηλος,6,0.02,78.39
πλήξιππος,6,0.02,78.41
ἀπόλεμος,6,0.02,78.43
ἐλεγχής,6,0.02,78.44
δαφοινός,6,0.02,78.46
αὐτόματος,6,0.02,78.48
Ἀθηναῖος,6,0.02,78.5
κεραός,6,0.02,78.52
ἄγαμος,6,0.02,78.54
ἀργεννός,6,0.02,78.56
εὐώδης,6,0.02,78.57
ἑανός,6,0.02,78.59
τρητός,6,0.02,78.61
πρωτόγονος,6,0.02,78.63
ὑψίζυγος,6,0.02,78.65
ἀνεμώλιος,6,0.02,78.67
μεταμώνιος,6,0.02,78.69
ἀζηχής,6,0.02,78.7
ὀπωρινός,6,0.02,78.72
δαίδαλος,6,0.02,78.74
αἴσυλος,6,0.02,78.76
ἀραιός,6,0.02,78.78
θυμοφθόρος,6,0.02,78.8
μνηστός,6,0.02,78.82
ἀγαπητός,6,0.02,78.83
ἀεκαζόμενος,6,0.02,78.85
χυτός,6,0.02,78.87
ἐυρρεής,6,0.02,78.89
ἠθεῖος,6,0.02,78.91
αἰειγενέτης,6,0.02,78.93
στενωπός,6,0.02,78.95
μήκιστος,6,0.02,78.96
θυμοβόρος,6,0.02,78.98
ἀφαυρός,6,0.02,79.0
κροκόπεπλος,6,0.02,79.02
πολύπτυχος,6,0.02,79.04
εὔθρονος,6,0.02,79.06
εὐερκής,6,0.02,79.08
πολύφορβος,6,0.02,79.09
Νηλεύς,6,0.02,79.11
πηκτός,6,0.02,79.13
καρχαρόδους,6,0.02,79.15
πρόρριζος,6,0.02,79.17
ποικιλομήτης,6,0.02,79.19
πολύπυρος,6,0.02,79.21
ἀγχέμαχος,6,0.02,79.22
ὑπασπίδιος,6,0.02,79.24
οἰοπόλος,6,0.02,79.26
χθαμαλός,6,0.02,79.28
ἐλάτινος,6,0.02,79.3
ξυνός,6,0.02,79.32
δάσκιος,6,0.02,79.34
εἰλίπους,6,0.02,79.35
ἀκάμας,6,0.02,79.37
κρατύς,6,0.02,79.39
εὐθύς,6,0.02,79.41
ἐνηής,6,0.02,79.43
ἀταλός,6,0.02,79.45
ὀγδόατος,6,0.02,79.47
ἀεσίφρων,6,0.02,79.48
ἄρσην,6,0.02,79.5
ἄνοος,6,0.02,79.52
ῥητός,6,0.02,79.54
ἐπίκλοπος,6,0.02,79.56
εὔσκοπος,6,0.02,79.58
τηλίκος,6,0.02,79.6
αἱμύλος,6,0.02,79.61
νήποινος,6,0.02,79.63
ἀλλόθροος,6,0.02,79.65
πινυτός,6,0.02,79.67
κάλλιμος,6,0.02,79.69
ἀσινής,6,0.02,79.71
εὐήρης,6,0.02,79.73
ἔμπλεος,6,0.02,79.74
ἑρκεῖος,6,0.02,79.76
νύκτερος,6,0.02,79.78
εὐτυχής,6,0.02,79.8
τροπαῖος,6,0.02,79.82
δυσσεβής,6,0.02,79.84
τορός,6,0.02,79.86
διπλός,6,0.02,79.87
αἰχμάλωτος,6,0.02,79.89
ἄθικτος,6,0.02,79.91
μεθύστερος,6,0.02,79.93
κατάσκιος,6,0.02,79.95
νύχιος,6,0.02,79.97
ἄμαχος,6,0.02,79.99
δοῦλος,6,0.02,80.0
ἀσεβής,6,0.02,80.02
δύσθεος,6,0.02,80.04
παγκρατής,6,0.02,80.06
ταλαίπωρος,6,0.02,80.08
ὕψιστος,6,0.02,80.1
ἀνάριθμος,6,0.02,80.12
Λυδός,6,0.02,80.13
ἄνανδρος,6,0.02,80.15
εὔνους,6,0.02,80.17
ἄνιος,6,0.02,80.19
ἀβλαβής,6,0.02,80.21
φερέγγυος,6,0.02,80.23
πλήσιος,6,0.02,80.24
σύμμετρος,6,0.02,80.26
παντελής,6,0.02,80.28
λάσιος,5,0.02,80.3
μέροψ,5,0.02,80.31
πολυβενθής,5,0.02,80.33
ἠριγένεια,5,0.02,80.34
ἴκμενος,5,0.02,80.36
λιγύφθογγος,5,0.02,80.37
δυσκλεής,5,0.02,80.39
χωλός,5,0.02,80.41
ἀχρεῖος,5,0.02,80.42
νεαρός,5,0.02,80.44
πολύμηλος,5,0.02,80.45
θαλάσσιος,5,0.02,80.47
ὀλοόφρων,5,0.02,80.48
δυσχείμερος,5,0.02,80.5
περίδρομος,5,0.02,80.51
θέσκελος,5,0.02,80.53
γεραρός,5,0.02,80.54
Φρύγιος,5,0.02,80.56
κλυτότοξος,5,0.02,80.58
ἀλλοῖος,5,0.02,80.59
ἐπίρροθος,5,0.02,80.61
στρεπτός,5,0.02,80.62
ἀγχιστῖνος,5,0.02,80.64
ἄρτιος,5,0.02,80.65
κρατερῶνυξ,5,0.02,80.67
δηναιός,5,0.02,80.68
πολύχαλκος,5,0.02,80.7
ζαχρηής,5,0.02,80.72
ἀδαήμων,5,0.02,80.73
θυσανόεις,5,0.02,80.75
τυκτός,5,0.02,80.76
ἐπιεικτός,5,0.02,80.78
πολύκμητος,5,0.02,80.79
ἀμαιμάκετος,5,0.02,80.81
δυσώνυμος,5,0.02,80.82
ὑπότροπος,5,0.02,80.84
ἄμμορος,5,0.02,80.85
῎ἴλιος,5,0.02,80.87
παρήορος,5,0.02,80.89
ἀμφάδιος,5,0.02,80.9
ἑπταβόειος,5,0.02,80.92
ἀζαλέος,5,0.02,80.93
ἐύτμητος,5,0.02,80.95
διηνεκής,5,0.02,80.96
κριτός,5,0.02,80.98
θυήεις,5,0.02,80.99
ἀγαπήνωρ,5,0.02,81.01
μεγακήτης,5,0.02,81.02
ὀρθόκραιρος,5,0.02,81.04
πευκάλιμος,5,0.02,81.06
ὑπηοῖος,5,0.02,81.07
ἄτλητος,5,0.02,81.09
μελάνυδρος,5,0.02,81.1
ἀθλοφόρος,5,0.02,81.12
καλλίσφυρος,5,0.02,81.13
κερδαλέος,5,0.02,81.15
ὀρφναῖος,5,0.02,81.16
φοινικόεις,5,0.02,81.18
τρισκαιδέκατος,5,0.02,81.19
ὑπέρ,5,0.02,81.21
ἰοειδής,5,0.02,81.23
μηκάς,5,0.02,81.24
ἐσσύμενος,5,0.02,81.26
νότιος,5,0.02,81.27
θεοπρόπος,5,0.02,81.29
πυροφόρος,5,0.02,81.3
θωρηκτής,5,0.02,81.32
ἀταρβής,5,0.02,81.33
εἵς,5,0.02,81.35
νεούτατος,5,0.02,81.36
ἐλάινος,5,0.02,81.38
μαρμάρεος,5,0.02,81.4
καλλιπλόκαμος,5,0.02,81.41
ὑπέροπλος,5,0.02,81.43
δαήμων,5,0.02,81.44
ἀκήρατος,5,0.02,81.46
εὐποίητος,5,0.02,81.47
Διιπετής,5,0.02,81.49
ἀργύφεος,5,0.02,81.5
βαθύκολπος,5,0.02,81.52
ἐννέωρος,5,0.02,81.53
εἰναετής,5,0.02,81.55
ἀπειρέσιος,5,0.02,81.57
ῥαδινός,5,0.02,81.58
λωβητός,5,0.02,81.6
πολυδάκρυτος,5,0.02,81.61
ἀμφίαλος,5,0.02,81.63
κάμμορος,5,0.02,81.64
ἐπήρετμος,5,0.02,81.66
ἴδιος,5,0.02,81.67
ἐπίφρων,5,0.02,81.69
ὀπτός,5,0.02,81.7
μητιόεις,5,0.02,81.72
πολύκλυστος,5,0.02,81.74
δολιχήρετμος,5,0.02,81.75
θεουδής,5,0.02,81.77
φιλόξενος,5,0.02,81.78
πάσσων,5,0.02,81.8
ναυσικλυτός,5,0.02,81.81
μάσσων,5,0.02,81.83
ἄθυμος,5,0.02,81.84
χρυσοπέδιλος,5,0.02,81.86
λυσιμελής,5,0.02,81.87
εὐάγγελος,5,0.02,81.89
εὐπιθής,5,0.02,81.91
εὔμορφος,5,0.02,81.92
ὄρειος,5,0.02,81.94
τιμάορος,5,0.02,81.95
μεσημβρινός,5,0.02,81.97
παλίγκοτος,5,0.02,81.98
τερασκόπος,5,0.02,82.0
ἄνατος,5,0.02,82.01
λαθραῖος,5,0.02,82.03
δυσφιλής,5,0.02,82.05
χρηστήριος,5,0.02,82.06
εὐμαρής,5,0.02,82.08
εὐκταῖος,5,0.02,82.09
ἀτίετος,5,0.02,82.11
πρευμενής,5,0.02,82.12
ἐπάξιος,5,0.02,82.14
πλήρης,5,0.02,82.15
μετάρσιος,5,0.02,82.17
βέβαιος,5,0.02,82.18
γηγενής,5,0.02,82.2
εὐώνυμος,5,0.02,82.22
πολύφθορος,5,0.02,82.23
δυσχερής,5,0.02,82.25
ἀπότροπος,5,0.02,82.26
ἄφθογγος,5,0.02,82.28
πάγκλαυστος,5,0.02,82.29
προπομπός,5,0.02,82.31
μεγασθενής,5,0.02,82.32
καθάρσιος,5,0.02,82.34
αὐτάδελφος,5,0.02,82.35
ἐμφερής,5,0.02,82.37
ἐπίσκοπος,5,0.02,82.39
ἄτεκνος,5,0.02,82.4
ἀψευδής,5,0.02,82.42
ἱκέσιος,5,0.02,82.43
πυρφόρος,5,0.02,82.45
ἐπακτός,5,0.02,82.46
πάγκοινος,5,0.02,82.48
Πυθικός,5,0.02,82.49
θρεπτήριος,5,0.02,82.51
ἔννομος,5,0.02,82.52
ἐρόεις,5,0.02,82.54
κυανόπεπλος,5,0.02,82.56
ἁβρός,5,0.02,82.57
πάνδημος,5,0.02,82.59
δυστάλας,5,0.02,82.6
νυμφεῖος,5,0.02,82.62
ἄβουλος,5,0.02,82.63
ἠχήεις,4,0.01,82.65
δίπτυχος,4,0.01,82.66
ἠέριος,4,0.01,82.67
λοίγιος,4,0.01,82.68
αἰγλήεις,4,0.01,82.69
ἐνδέξιος,4,0.01,82.71
μελίφρων,4,0.01,82.72
ἐγχέσπαλος,4,0.01,82.73
ἄκοσμος,4,0.01,82.74
κυρτός,4,0.01,82.76
ἐξαιρετός,4,0.01,82.77
ἀμφίβροτος,4,0.01,82.78
Ἑκτόρεος,4,0.01,82.79
ἐρίτιμος,4,0.01,82.81
ἄλληκτος,4,0.01,82.82
Ἄσιος,4,0.01,82.83
ἀμπελόεις,4,0.01,82.84
εἰνοσίφυλλος,4,0.01,82.86
ἀγχίαλος,4,0.01,82.87
ἐγχεσίμωρος,4,0.01,82.88
λαχνήεις,4,0.01,82.89
ἱμερτός,4,0.01,82.9
Δαρδάνιος,4,0.01,82.92
εὐειδής,4,0.01,82.93
πολύδακρυς,4,0.01,82.94
λειριόεις,4,0.01,82.95
αἴγειος,4,0.01,82.97
κηώεις,4,0.01,82.98
δινωτός,4,0.01,82.99
κυκλοτερής,4,0.01,83.0
χολωτός,4,0.01,83.02
χειμάρρους,4,0.01,83.03
Σιμόεις,4,0.01,83.04
ἐριθηλής,4,0.01,83.05
εἰροπόκος,4,0.01,83.07
ἀγκύλος,4,0.01,83.08
ἀπέλεθρος,4,0.01,83.09
ταλαύρινος,4,0.01,83.1
ἀβληχρός,4,0.01,83.12
νείαιρα,4,0.01,83.13
εὔπωλος,4,0.01,83.14
κρυόεις,4,0.01,83.15
Γόργειος,4,0.01,83.16
σμερδνός,4,0.01,83.18
ἀγητός,4,0.01,83.19
δυσαής,4,0.01,83.2
ἐπουράνιος,4,0.01,83.21
ὑπέροχος,4,0.01,83.23
ἄνιπτος,4,0.01,83.24
Σιδόνιος,4,0.01,83.25
ταναήκης,4,0.01,83.26
ἀδεής,4,0.01,83.28
Τρώιος,4,0.01,83.29
ἐπιδήμιος,4,0.01,83.3
ἀνάεδνος,4,0.01,83.31
ἀμείλιχος,4,0.01,83.33
δι~ος,4,0.01,83.34
θυμαρής,4,0.01,83.35
ἐραννός,4,0.01,83.36
προθέλυμνος,4,0.01,83.38
ψιλός,4,0.01,83.39
πολύαινος,4,0.01,83.4
θρασυκάρδιος,4,0.01,83.41
ἐριαύχην,4,0.01,83.42
Ἀγαμεμνόνεος,4,0.01,83.44
θου~ρις,4,0.01,83.45
μυδαλέος,4,0.01,83.46
οὔλιος,4,0.01,83.47
χαλκοβαρής,4,0.01,83.49
ἀμείλικτος,4,0.01,83.5
ἐπηρεφής,4,0.01,83.51
ζαής,4,0.01,83.52
χαλκοπάρῃος,4,0.01,83.54
αὐτοσχέδιος,4,0.01,83.55
ὀρεσιτρόφος,4,0.01,83.56
ἀπείρητος,4,0.01,83.57
ἔξαιτος,4,0.01,83.59
ὑπέρτατος,4,0.01,83.6
ἱπποπόλος,4,0.01,83.61
στάδιος,4,0.01,83.62
βλωθρός,4,0.01,83.63
ἄτιτος,4,0.01,83.65
ὑψιπέτηλος,4,0.01,83.66
ἀεικέλιος,4,0.01,83.67
κρυπτός,4,0.01,83.68
ἀάατος,4,0.01,83.7
τραφερός,4,0.01,83.71
ἑρσήεις,4,0.01,83.72
κυανοχαίτης,4,0.01,83.73
καταπρηνής,4,0.01,83.75
πολυπῖδαξ,4,0.01,83.76
θυόεις,4,0.01,83.77
εὐγένειος,4,0.01,83.78
εὐρύπορος,4,0.01,83.8
ἐξαίσιος,4,0.01,83.81
Μυκηναῖος,4,0.01,83.82
ποντοπόρος,4,0.01,83.83
ὠκύαλος,4,0.01,83.85
παρθένιος,4,0.01,83.86
χρυσηλάκατος,4,0.01,83.87
κελαδεινός,4,0.01,83.88
̓ἰδαῖος,4,0.01,83.89
δυσπέμφελος,4,0.01,83.91
ἐυμμελίης,4,0.01,83.92
λαρός,4,0.01,83.93
λιπαροκρήδεμνος,4,0.01,83.94
ἀρείφατος,4,0.01,83.96
ἄκμηνος,4,0.01,83.97
κήδειος,4,0.01,83.98
δυσάμμορος,4,0.01,83.99
ἄπαστος,4,0.01,84.01
λιγύφωνος,4,0.01,84.02
δυσηλεγής,4,0.01,84.03
ἐρίμυκος,4,0.01,84.04
εὔορμος,4,0.01,84.06
δείελος,4,0.01,84.07
ἁμαξιτός,4,0.01,84.08
αἰνόμορος,4,0.01,84.09
ὑλοτόμος,4,0.01,84.11
πανύστατος,4,0.01,84.12
δηλήμων,4,0.01,84.13
ἡμιόνειος,4,0.01,84.14
ἄποτμος,4,0.01,84.15
φαεσίμβροτος,4,0.01,84.17
αὔλειος,4,0.01,84.18
ἐπήβολος,4,0.01,84.19
ἡδύποτος,4,0.01,84.2
ὀλοφώιος,4,0.01,84.22
ναύλοχος,4,0.01,84.23
τανυσίπτερος,4,0.01,84.24
ταλαπείριος,4,0.01,84.25
διερός,4,0.01,84.27
ῥυτός,4,0.01,84.28
ἀγλαόκαρπος,4,0.01,84.29
λευρός,4,0.01,84.3
ἀθεμίστιος,4,0.01,84.32
ἀπείριτος,4,0.01,84.33
χρόνιος,4,0.01,84.34
ἥμερος,4,0.01,84.35
ἐνάλιος,4,0.01,84.36
περίρρυτος,4,0.01,84.38
ὀνομαστός,4,0.01,84.39
ὀρφανός,4,0.01,84.4
Σικελός,4,0.01,84.41
ψολόεις,4,0.01,84.43
νυκτίπλαγκτος,4,0.01,84.44
ἄπληστος,4,0.01,84.45
ἐπίφθονος,4,0.01,84.46
ἰήιος,4,0.01,84.48
ἄνομος,4,0.01,84.49
ζῆνος,4,0.01,84.5
ἄφθονος,4,0.01,84.51
δίψιος,4,0.01,84.53
πολύανδρος,4,0.01,84.54
παιώνιος,4,0.01,84.55
δημόθροος,4,0.01,84.56
μονογενής,4,0.01,84.58
δύσκριτος,4,0.01,84.59
κτήσιος,4,0.01,84.6
πάτριος,4,0.01,84.61
γοερός,4,0.01,84.62
ἔνθεος,4,0.01,84.64
μαντεῖος,4,0.01,84.65
θεήλατος,4,0.01,84.66
ἄτρεστος,4,0.01,84.67
ἀτηρός,4,0.01,84.69
ἐπιτύμβιος,4,0.01,84.7
θέσμιος,4,0.01,84.71
ἐγκρατής,4,0.01,84.72
δυσθέατος,4,0.01,84.74
διάτορος,4,0.01,84.75
ἄζηλος,4,0.01,84.76
ἔνοικος,4,0.01,84.77
ἀνήλιος,4,0.01,84.79
δύσοιστος,4,0.01,84.8
προσήγορος,4,0.01,84.81
ἔμφρων,4,0.01,84.82
Περσικός,4,0.01,84.83
ἀντίδουπος,4,0.01,84.85
ἄφραστος,4,0.01,84.86
θαυμαστός,4,0.01,84.87
φθιτός,4,0.01,84.88
μελάγχιμος,4,0.01,84.9
ἔκκριτος,4,0.01,84.91
κρυφαῖος,4,0.01,84.92
ἀκμαῖος,4,0.01,84.93
ἀνταῖος,4,0.01,84.95
σύννομος,4,0.01,84.96
πανώλης,4,0.01,84.97
ὑπέρκομπος,4,0.01,84.98
αἰακτός,4,0.01,85.0
πάνδυρτος,4,0.01,85.01
γενέθλιος,4,0.01,85.02
θελκτήριος,4,0.01,85.03
χρυσήλατος,4,0.01,85.05
πρόσφορος,4,0.01,85.06
δέσμιος,4,0.01,85.07
διανταῖος,4,0.01,85.08
νικηφόρος,4,0.01,85.09
ἄνολβος,4,0.01,85.11
ὀνήσιμος,4,0.01,85.12
δορυσσόος,4,0.01,85.13
πόμπιμος,4,0.01,85.14
προσφιλής,4,0.01,85.16
ἀφανής,4,0.01,85.17
οὔριος,4,0.01,85.18
ἐφίμερος,4,0.01,85.19
εὔσφυρος,4,0.01,85.21
τανύσφυρος,4,0.01,85.22
φερέσβιος,4,0.01,85.23
πολυώνυμος,4,0.01,85.24
πλούσιος,4,0.01,85.26
ἀκίνητος,4,0.01,85.27
ἱκετήριος,4,0.01,85.28
ἐπιχώριος,4,0.01,85.29
ἰόκολπος,4,0.01,85.31
σύντροφος,4,0.01,85.32
Βάκχειος,4,0.01,85.33
κρεμαστός,4,0.01,85.34
διδακτός,4,0.01,85.35
ἀντάξιος,3,0.01,85.36
ἀταρτηρός,3,0.01,85.37
ὀρεσκῷος,3,0.01,85.38
ῥίγιον,3,0.01,85.39
ἐπαίτιος,3,0.01,85.4
ἀτελεύτητος,3,0.01,85.41
κρυπτάδιος,3,0.01,85.42
νηγάτεος,3,0.01,85.43
ἐνύπνιος,3,0.01,85.44
ἀκράαντος,3,0.01,85.45
νηπίαχος,3,0.01,85.46
ἀστεμφής,3,0.01,85.47
πενταέτηρος,3,0.01,85.48
ῥωγαλέος,3,0.01,85.48
ἄφυλλος,3,0.01,85.49
παγχρύσεος,3,0.01,85.5
ἐυπλεκής,3,0.01,85.51
ἑκατόμβοιος,3,0.01,85.52
Σκαμάνδριος,3,0.01,85.53
ἐκπρεπής,3,0.01,85.54
πολυστάφυλος,3,0.01,85.55
Μινύειος,3,0.01,85.56
ἔφαλος,3,0.01,85.57
Σελλήεις,3,0.01,85.58
Πελασγικός,3,0.01,85.59
ἄναρχος,3,0.01,85.6
πολυσπερής,3,0.01,85.61
ἀγάρροος,3,0.01,85.61
γυναιμανής,3,0.01,85.62
ἀτάρβητος,3,0.01,85.63
καλλιγύναιξ,3,0.01,85.64
προπρηνής,3,0.01,85.65
φυσίζους,3,0.01,85.66
ἀερσίπους,3,0.01,85.67
ἀσπιστής,3,0.01,85.68
κουρότερος,3,0.01,85.69
ὀπταλέος,3,0.01,85.7
περιώσιος,3,0.01,85.71
Καπανεύς,3,0.01,85.72
ἄτρομος,3,0.01,85.73
χρυσάμπυξ,3,0.01,85.74
ὀδυνήφατος,3,0.01,85.74
ὀβριμοεργός,3,0.01,85.75
χρυσάορος,3,0.01,85.76
αἴθοψ,3,0.01,85.77
κλυτόπωλος,3,0.01,85.78
ὀλοφυδνός,3,0.01,85.79
πρέσβα,3,0.01,85.8
ὠμόφαγος,3,0.01,85.81
πολυάιξ,3,0.01,85.82
ἐννεάχιλοι,3,0.01,85.83
δεκάχιλοι,3,0.01,85.84
ἐνέρτερος,3,0.01,85.85
Σατνιόεις,3,0.01,85.86
ἄποινος,3,0.01,85.86
ἤκεστος,3,0.01,85.87
κακομήχανος,3,0.01,85.88
πολύδωρος,3,0.01,85.89
ἀλίγκιος,3,0.01,85.9
ὑψίπυλος,3,0.01,85.91
ὀρφανικός,3,0.01,85.92
ἀναβατός,3,0.01,85.93
ἑλκεσίπεπλος,3,0.01,85.94
νεώτατος,3,0.01,85.95
ἑβδόματος,3,0.01,85.96
ἀρηίθοος,3,0.01,85.97
ὑστάτιος,3,0.01,85.98
ἀλιτρός,3,0.01,85.99
χρυσόπτερος,3,0.01,85.99
νήνεμος,3,0.01,86.0
ἀθέμιστος,3,0.01,86.01
γλαυκω~πις,3,0.01,86.02
διχθάδιος,3,0.01,86.03
παραρρητός,3,0.01,86.04
πολυπενθής,3,0.01,86.05
φθισήνωρ,3,0.01,86.06
ἄληκτος,3,0.01,86.07
κήδιστος,3,0.01,86.08
ποδηνεκής,3,0.01,86.09
ὑπουράνιος,3,0.01,86.1
καταθύμιος,3,0.01,86.11
σφεδανός,3,0.01,86.12
μογοστόκος,3,0.01,86.12
ὠμηστής,3,0.01,86.13
σκιερός,3,0.01,86.14
ἔννυχος,3,0.01,86.15
Πύλιος,3,0.01,86.16
καλλίρρους,3,0.01,86.17
ταρφειός,3,0.01,86.18
μενεδήιος,3,0.01,86.19
προβλής,3,0.01,86.2
λυσσώδης,3,0.01,86.21
ὠκύπτερος,3,0.01,86.22
νηπύτιος,3,0.01,86.23
φθισίμβροτος,3,0.01,86.24
ταμεσίχρως,3,0.01,86.25
νεηκής,3,0.01,86.25
καρφαλέος,3,0.01,86.26
αὐλῶπις,3,0.01,86.27
μελανόχρους,3,0.01,86.28
θάρσυνος,3,0.01,86.29
τρίγληνος,3,0.01,86.3
μορόεις,3,0.01,86.31
εὔτρητος,3,0.01,86.32
ἀποθύμιος,3,0.01,86.33
ὑποταρτάριος,3,0.01,86.34
περιμήκετος,3,0.01,86.35
Βοιώτιος,3,0.01,86.36
ἰοδόκος,3,0.01,86.37
μελάνδετος,3,0.01,86.38
κωπήεις,3,0.01,86.38
γλαυκός,3,0.01,86.39
ἱπποκέλευθος,3,0.01,86.4
ἐνόδιος,3,0.01,86.41
καρπάλιμος,3,0.01,86.42
δυσκέλαδος,3,0.01,86.43
τερμιόεις,3,0.01,86.44
ἀγακλεής,3,0.01,86.45
ἐπήτριμος,3,0.01,86.46
λουτροχόος,3,0.01,86.47
ἀψόρροος,3,0.01,86.48
τρίπολος,3,0.01,86.49
ἐύννητος,3,0.01,86.5
δεύτατος,3,0.01,86.51
ὀλίγιστος,3,0.01,86.51
αἰψηρός,3,0.01,86.52
Πηλιάς,3,0.01,86.53
πολυγηθής,3,0.01,86.54
ὁμόφρων,3,0.01,86.55
ἀμφιθαλής,3,0.01,86.56
εὖθριξ,3,0.01,86.57
ὠτώεις,3,0.01,86.58
τλητός,3,0.01,86.59
ἄντιτος,3,0.01,86.6
αἴσιος,3,0.01,86.61
μιαρός,3,0.01,86.62
πρόσφατος,3,0.01,86.63
ἀσκελής,3,0.01,86.64
πολύτρητος,3,0.01,86.64
ἄπυστος,3,0.01,86.65
πικρόγαμος,3,0.01,86.66
περίσκεπτος,3,0.01,86.67
περίμετρος,3,0.01,86.68
ταφήιος,3,0.01,86.69
τριέτης,3,0.01,86.7
εὐδείελος,3,0.01,86.71
ἀνιαρός,3,0.01,86.72
ἀνοήμων,3,0.01,86.73
ἔμπορος,3,0.01,86.74
παμμέλας,3,0.01,86.75
δολομήτης,3,0.01,86.76
λισσός,3,0.01,86.77
ἀσκητός,3,0.01,86.77
ἐφημέριος,3,0.01,86.78
ἀδευκής,3,0.01,86.79
πολύδενδρος,3,0.01,86.8
πολύδεσμος,3,0.01,86.81
ἀποφώλιος,3,0.01,86.82
ἀκιδνός,3,0.01,86.83
ῥόθιος,3,0.01,86.84
ἀγρονόμος,3,0.01,86.85
πολυάρητος,3,0.01,86.86
δολόεις,3,0.01,86.87
ἐυπλυνής,3,0.01,86.88
ἀνήροτος,3,0.01,86.89
κειμήλιος,3,0.01,86.89
καλλιρέεθρος,3,0.01,86.9
εὐεργός,3,0.01,86.91
ἀσφόδελος,3,0.01,86.92
χαροπός,3,0.01,86.93
ἄωρος,3,0.01,86.94
ὑφαντός,3,0.01,86.95
ἐνιαύσιος,3,0.01,86.96
ἄναλτος,3,0.01,86.97
κρηναῖος,3,0.01,86.98
ἀτελής,3,0.01,86.99
κακοῦργος,3,0.01,87.0
ἀπήμαντος,3,0.01,87.01
βρότεος,3,0.01,87.02
ἔμπαιος,3,0.01,87.02
παιδνός,3,0.01,87.03
πλαγκτός,3,0.01,87.04
γέρων,3,0.01,87.05
ἴδρις,3,0.01,87.06
ἀτέραμνος,3,0.01,87.07
ἀτενής,3,0.01,87.08
ἐκτελής,3,0.01,87.09
ἄναγνος,3,0.01,87.1
ἀνίερος,3,0.01,87.11
περιπετής,3,0.01,87.12
ἄκραντος,3,0.01,87.13
φρυκτός,3,0.01,87.14
ὑπαίθριος,3,0.01,87.15
ἀναμπλάκητος,3,0.01,87.15
βέλτιστος,3,0.01,87.16
δικηφόρος,3,0.01,87.17
Αἰγαῖος,3,0.01,87.18
συνέστιος,3,0.01,87.19
ἐπίχαρτος,3,0.01,87.2
ἀκέλευστος,3,0.01,87.21
ἀγέλαστος,3,0.01,87.22
εὔσημος,3,0.01,87.23
τυραννικός,3,0.01,87.24
σύγγονος,3,0.01,87.25
ἐπίσσυτος,3,0.01,87.26
εὐθαρσής,3,0.01,87.27
ἀνθρώπειος,3,0.01,87.28
προστατήριος,3,0.01,87.28
μεσόμφαλος,3,0.01,87.29
ἐπάργεμος,3,0.01,87.3
παίδειος,3,0.01,87.31
μητροκτόνος,3,0.01,87.32
ἀπόξενος,3,0.01,87.33
ἀρκύστατος,3,0.01,87.34
λυμαντήριος,3,0.01,87.35
ἀνελεύθερος,3,0.01,87.36
Πελοπίδης,3,0.01,87.37
τηλικοῦτος,3,0.01,87.38
πρόχειρος,3,0.01,87.39
ἐφήμερος,3,0.01,87.4
ποταίνιος,3,0.01,87.41
νεοχμός,3,0.01,87.41
ὑπεύθυνος,3,0.01,87.42
πύρπνοος,3,0.01,87.43
ἀσθενής,3,0.01,87.44
ἀντίπαλος,3,0.01,87.45
βορός,3,0.01,87.46
διάστροφος,3,0.01,87.47
ἐμμανής,3,0.01,87.48
εὔποτος,3,0.01,87.49
ἀπροσδόκητος,3,0.01,87.5
ἀνήμερος,3,0.01,87.51
ἐχθρόξενος,3,0.01,87.52
στύφλος,3,0.01,87.53
ἱπποβάμων,3,0.01,87.54
ἄπορος,3,0.01,87.54
κεραύνιος,3,0.01,87.55
ἄκλητος,3,0.01,87.56
Κίσσιος,3,0.01,87.57
τοξόδαμνος,3,0.01,87.58
Αἰγυπτογενής,3,0.01,87.59
̓ὠγύγιος,3,0.01,87.6
παμμιγής,3,0.01,87.61
ἐχυρός,3,0.01,87.62
φλαῦρος,3,0.01,87.63
Ἀσίς,3,0.01,87.64
περσικός,3,0.01,87.65
ὑπέρκοπος,3,0.01,87.66
Ἑλληνικός,3,0.01,87.67
πελάγιος,3,0.01,87.67
εὐαγής,3,0.01,87.68
δύσχιμος,3,0.01,87.69
δεσπόσυνος,3,0.01,87.7
γάποτος,3,0.01,87.71
ἄκακος,3,0.01,87.72
ἄμεμπτος,3,0.01,87.73
ἄφωνος,3,0.01,87.74
γηραιός,3,0.01,87.75
πάροικος,3,0.01,87.76
μετάκοινος,3,0.01,87.77
σφαλερός,3,0.01,87.78
σπαρτός,3,0.01,87.79
ἄμομφος,3,0.01,87.79
εὐμαθής,3,0.01,87.8
παλαμναῖος,3,0.01,87.81
ὑψίπυργος,3,0.01,87.82
βροτοφθόρος,3,0.01,87.83
