Word,Count,Percentage of total,Cumulative percentage of total
ὠμότης,16,0.0,91.08
ἐξίστημι,16,0.0,91.08
κολακεύω,16,0.0,91.08
θύω,16,0.0,91.08
ὗς,16,0.0,91.09
ἁλιεύς,16,0.0,91.09
ἐνεργάζομαι,16,0.0,91.09
ἀκρωτήριον,16,0.0,91.09
σωματικός,16,0.0,91.1
ὀφλισκάνω,16,0.0,91.1
μεγαλοπρεπής,16,0.0,91.1
ἔρις,16,0.0,91.11
Ῥόδος,16,0.0,91.11
παίω1,16,0.0,91.11
φανάω,16,0.0,91.11
Δάφνη,16,0.0,91.12
εὐτυχής,16,0.0,91.12
ὑποπτεύω,16,0.0,91.12
θαῦμα,16,0.0,91.13
πόντος,16,0.0,91.13
Ξενοφῶν,16,0.0,91.13
ἄλκιμος,16,0.0,91.13
αἰών,16,0.0,91.14
ἐπιπίπτω,16,0.0,91.14
δάκτυλος,16,0.0,91.14
νεάνισκος,16,0.0,91.15
Κρότων,16,0.0,91.15
ζεῦγος,16,0.0,91.15
διαπλέω,16,0.0,91.15
πηγή,16,0.0,91.16
πρύτανις,16,0.0,91.16
πανήγυρις,16,0.0,91.16
κατοικίζω,16,0.0,91.16
περισπάω,16,0.0,91.17
ἀργός2,16,0.0,91.17
Σικελικός,16,0.0,91.17
Νίνος,16,0.0,91.18
δυναστεύω,16,0.0,91.18
Σάτυρος,16,0.0,91.18
Μαρδόνιος,16,0.0,91.18
διάδημα,16,0.0,91.19
καταφέρω,16,0.0,91.19
Ἀγαμέμνων,16,0.0,91.19
προσκυνέω,16,0.0,91.2
ναύκληρος,16,0.0,91.2
Δημήτηρ,16,0.0,91.2
ἀγωνιάω,16,0.0,91.2
οὐδαμός,16,0.0,91.21
Δημοφῶν,16,0.0,91.21
παραπέμπω,16,0.0,91.21
Νικαρέτη,16,0.0,91.21
Ἀντίμαχος,16,0.0,91.22
κλίνω,16,0.0,91.22
ἀποκαθίστημι,16,0.0,91.22
ἔαρ,16,0.0,91.23
ἀνεψιός,16,0.0,91.23
ἐπιτριηραρχέω,16,0.0,91.23
αὐτόθεν,16,0.0,91.23
Αἰσχρίων,16,0.0,91.24
καταπολεμέω,16,0.0,91.24
ἵππαρχος,16,0.0,91.24
ἔκπωμα,16,0.0,91.25
ἔντευξις,16,0.0,91.25
πραγματικός,16,0.0,91.25
σκοπός,16,0.0,91.25
πολεμόω,16,0.0,91.26
ἀνέλπιστος,16,0.0,91.26
καταδιώκω,16,0.0,91.26
ἐπίστασις,16,0.0,91.27
κατάπληξις,16,0.0,91.27
Νομάς,16,0.0,91.27
ἐπίδοσις,16,0.0,91.27
συναρμόζω,16,0.0,91.28
ἐπιγιγνώσκω,16,0.0,91.28
ἐπίπεδος,16,0.0,91.28
συμφεύγω,16,0.0,91.28
Μᾶρκος,16,0.0,91.29
ἐνέδρα,16,0.0,91.29
φιλονεικία,16,0.0,91.29
Αἰμίλιος,16,0.0,91.3
ἐχυρός,16,0.0,91.3
Μαντινεύς,16,0.0,91.3
συνοικίζω,16,0.0,91.3
τάγμα,16,0.0,91.31
πέλεκυς,16,0.0,91.31
οὐλαμός,16,0.0,91.31
κτίσις,16,0.0,91.32
σπάρτη,16,0.0,91.32
φάραγξ,16,0.0,91.32
Δῆλος,16,0.0,91.32
Πλαταιαί,16,0.0,91.33
οἴκοθεν,16,0.0,91.33
δορυφόρος,16,0.0,91.33
διαλλαγή,16,0.0,91.33
περιπέμπω,16,0.0,91.34
Σουλπίκιος,16,0.0,91.34
συγγιγνώσκω,16,0.0,91.34
ὀλυμπιάδος,16,0.0,91.35
σιτίον,16,0.0,91.35
Κλεινίας,16,0.0,91.35
σεισμός,16,0.0,91.35
ἄτιμος,16,0.0,91.36
Καλλικρατίδας,16,0.0,91.36
ἀνδραποδίζω,16,0.0,91.36
Πελασγικός,16,0.0,91.37
Λαουΐνιον,16,0.0,91.37
Ἱεριχώ,16,0.0,91.37
πρόχειρος,15,0.0,91.37
μαθητής,15,0.0,91.38
μισθαρνέω,15,0.0,91.38
ἀλεκτρυών,15,0.0,91.38
Τιμόμαχος,15,0.0,91.38
ἀφθονία,15,0.0,91.39
μεθύσκω,15,0.0,91.39
ταλαίπωρος,15,0.0,91.39
κήρυγμα,15,0.0,91.39
δῆτα,15,0.0,91.4
κακουργέω,15,0.0,91.4
ἐσχατιά,15,0.0,91.4
ὑποκριτής,15,0.0,91.41
ὄνειδος,15,0.0,91.41
βλασφημία,15,0.0,91.41
πόρνη,15,0.0,91.41
ἐπακολουθέω,15,0.0,91.42
ὀδύρομαι,15,0.0,91.42
ὑπόσχεσις,15,0.0,91.42
μακράν,15,0.0,91.42
ὀστέον,15,0.0,91.43
κακοπαθέω,15,0.0,91.43
μεταβαίνω,15,0.0,91.43
ἐντίθημι,15,0.0,91.43
ἄκριτος,15,0.0,91.44
προυπάρχω,15,0.0,91.44
δειλός,15,0.0,91.44
Σικυώνιος,15,0.0,91.44
Βυζάντιοv,15,0.0,91.45
εἴσω,15,0.0,91.45
ἐξέτασις,15,0.0,91.45
ἀθλητής,15,0.0,91.45
ξενίζω,15,0.0,91.46
ἐφικνέομαι,15,0.0,91.46
προτιμάω,15,0.0,91.46
ἐράω,15,0.0,91.47
εὐγένεια,15,0.0,91.47
ὁπόταν,15,0.0,91.47
ἄθλιος,15,0.0,91.47
ὕποπτος,15,0.0,91.48
ἐκτρέπω,15,0.0,91.48
προθυμέομαι,15,0.0,91.48
παλλακή,15,0.0,91.48
φυτόν,15,0.0,91.49
ἀνήκω,15,0.0,91.49
ὑποφέρω,15,0.0,91.49
λίθινος,15,0.0,91.49
ποίησις,15,0.0,91.5
καταδουλόω,15,0.0,91.5
ῥίζα,15,0.0,91.5
ἀποστρέφω,15,0.0,91.5
χαρίεις,15,0.0,91.51
Κυμαῖος,15,0.0,91.51
παλλακίς,15,0.0,91.51
σταθμός,15,0.0,91.51
ἄκρος,15,0.0,91.52
κατακαίω,15,0.0,91.52
καταμένω,15,0.0,91.52
ἀλκή,15,0.0,91.53
Ἐφέσιος,15,0.0,91.53
Ἀδρίας,15,0.0,91.53
σύνοδος2,15,0.0,91.53
ἀργία,15,0.0,91.54
ῥᾴθυμος,15,0.0,91.54
ἱερεῖον,15,0.0,91.54
Παυσανίης,15,0.0,91.54
Ἡρακλεώτης,15,0.0,91.55
ποιητέος,15,0.0,91.55
κίνησις,15,0.0,91.55
ἐξωθέω,15,0.0,91.55
συμβολή,15,0.0,91.56
Καλλίστρατος,15,0.0,91.56
Ζήνων,15,0.0,91.56
ἀντιπράσσω,15,0.0,91.56
λέμβος,15,0.0,91.57
τρέχω,15,0.0,91.57
χόω,15,0.0,91.57
ὄνειρος,15,0.0,91.58
ὑστερέω,15,0.0,91.58
Γλυκέρα,15,0.0,91.58
αἰκία,15,0.0,91.58
οἶκτος,15,0.0,91.59
προσέτι,15,0.0,91.59
δίοδος,15,0.0,91.59
ὀξύς2,15,0.0,91.59
διήγησις,15,0.0,91.6
συνετός,15,0.0,91.6
μακάριος,15,0.0,91.6
συμβόλαιον,15,0.0,91.6
ἀριθμέω,15,0.0,91.61
κόπτω,15,0.0,91.61
Χερσόνησος,15,0.0,91.61
πλοῦτος,15,0.0,91.61
ὑπηρετικός,15,0.0,91.62
μιμνῄσκω,15,0.0,91.62
μέταλλον,15,0.0,91.62
Ἀρεθούσιος,15,0.0,91.62
Σπουδίας,15,0.0,91.63
συλλήβδην,15,0.0,91.63
κεφαλαιώδης,15,0.0,91.63
συνθεωρέω,15,0.0,91.64
ὁμόφυλος,15,0.0,91.64
διαπρεσβεύομαι,15,0.0,91.64
ἐπισφαλής,15,0.0,91.64
συνεγγίζω,15,0.0,91.65
προσμείγνυμι,15,0.0,91.65
μεσόγαιος,15,0.0,91.65
καθορμίζω,15,0.0,91.65
ὑπερτίθημι,15,0.0,91.66
ὀχυρότης,15,0.0,91.66
Λιλύβαιον,15,0.0,91.66
ἐφεδρεύω,15,0.0,91.66
μεσημβρία,15,0.0,91.67
συνάρχω,15,0.0,91.67
προσβοηθέω,15,0.0,91.67
προσαγγέλλω,15,0.0,91.67
παραλύω,15,0.0,91.68
καθικνέομαι,15,0.0,91.68
δυσχωρία,15,0.0,91.68
ὑπήκους,15,0.0,91.68
Φοινίκη,15,0.0,91.69
Πάδος,15,0.0,91.69
Γαλατίη,15,0.0,91.69
τρισμύριοι,15,0.0,91.7
ἀκοντιστής,15,0.0,91.7
διαίρεσις,15,0.0,91.7
ἐπανίστημι,15,0.0,91.7
καταφθείρω,15,0.0,91.71
στῖφος,15,0.0,91.71
συμπολεμέω,15,0.0,91.71
εἰσπίπτω,15,0.0,91.71
Κάρια,15,0.0,91.72
ἐπίκλησις,15,0.0,91.72
ἀρχεῖον,15,0.0,91.72
νεωστί,15,0.0,91.72
Θηριππίδης,15,0.0,91.73
σύνειμι,15,0.0,91.73
νομεύς,15,0.0,91.73
ὁμότιμος,15,0.0,91.73
τροπαῖον,15,0.0,91.74
Ποτειδεάτης,15,0.0,91.74
Φασάηλος,15,0.0,91.74
μέθη,14,0.0,91.74
δειλία,14,0.0,91.75
ἡλικιώτης,14,0.0,91.75
γνῶσις,14,0.0,91.75
Ὀλύμπιος,14,0.0,91.75
θέω,14,0.0,91.76
συνδοκέω,14,0.0,91.76
ἀναπηδάω,14,0.0,91.76
ὁμολογουμένως,14,0.0,91.76
Αὐτόλυκος,14,0.0,91.77
ἀνδροφόνος,14,0.0,91.77
περί-εἶδον,14,0.0,91.77
ἀναίδεια,14,0.0,91.77
σιγάω,14,0.0,91.78
παρακολουθέω,14,0.0,91.78
παραφέρω,14,0.0,91.78
σύνειμι2,14,0.0,91.78
ἐράομαι,14,0.0,91.79
λούω,14,0.0,91.79
ἁμιλλάομαι,14,0.0,91.79
ὀρφανός,14,0.0,91.79
μάγειρος,14,0.0,91.8
συμμορία,14,0.0,91.8
πρωτεύω,14,0.0,91.8
προαισθάνομαι,14,0.0,91.8
θεατής,14,0.0,91.81
ἀπαράσκευος,14,0.0,91.81
προσδοκέω,14,0.0,91.81
ἄω3,14,0.0,91.81
διαβιβάζω,14,0.0,91.82
θάσσων,14,0.0,91.82
ποθέω,14,0.0,91.82
συναγωνίζομαι,14,0.0,91.82
ἔνειμι,14,0.0,91.83
μηδαμῶς,14,0.0,91.83
Καρύστιος,14,0.0,91.83
τί,14,0.0,91.83
χρῶμα,14,0.0,91.84
ἀνατρέχω,14,0.0,91.84
οὐρά,14,0.0,91.84
λέων,14,0.0,91.84
τραγῳδός,14,0.0,91.85
δάκνω,14,0.0,91.85
ὀψέ,14,0.0,91.85
θεῖος,14,0.0,91.85
θερμός,14,0.0,91.85
ἀναδίδωμι,14,0.0,91.86
ἀντιλαμβάνω,14,0.0,91.86
Ὄλυμπος,14,0.0,91.86
Ἱμεραῖος,14,0.0,91.86
εὐνή,14,0.0,91.87
χρώς,14,0.0,91.87
βιβλίον,14,0.0,91.87
εὐδαιμονέω,14,0.0,91.87
κατατρέχω,14,0.0,91.88
Κρήτη,14,0.0,91.88
σκληρός,14,0.0,91.88
κατακλίνω,14,0.0,91.88
παχύς,14,0.0,91.89
παιδίσκη,14,0.0,91.89
ξένος,14,0.0,91.89
ζεύγνυμι,14,0.0,91.89
ὑπεραίρω,14,0.0,91.9
εἰσπλέω,14,0.0,91.9
μητρόπολις,14,0.0,91.9
ἐκλογή,14,0.0,91.9
ἐθισμός,14,0.0,91.91
πλεονάκις,14,0.0,91.91
Ἄτταλος,14,0.0,91.91
Φρύνη,14,0.0,91.91
Μίνως,14,0.0,91.92
φοῖνιξ,14,0.0,91.92
ἐπιλέγω,14,0.0,91.92
νεώτερος,14,0.0,91.92
αὐτάρκης,14,0.0,91.93
Ἐλευσίς,14,0.0,91.93
αὐτόμολος,14,0.0,91.93
συνδειπνέω,14,0.0,91.93
τυραννικός,14,0.0,91.94
διανοέω,14,0.0,91.94
γεραιός,14,0.0,91.94
ἀνδριάς,14,0.0,91.94
ἀπαίρω,14,0.0,91.95
Πόντος,14,0.0,91.95
ἀνατείνω,14,0.0,91.95
τρόπαιον,14,0.0,91.95
ἔνατος,14,0.0,91.95
θέαμα,14,0.0,91.96
δειπνοποιέω,14,0.0,91.96
κυρία,14,0.0,91.96
ἀνακομίζω,14,0.0,91.96
συνοράω,14,0.0,91.97
διόρθωσις,14,0.0,91.97
μάχιμος,14,0.0,91.97
Καπετώλιον,14,0.0,91.97
φίλιος,14,0.0,91.98
Τυρρηνικός,14,0.0,91.98
ἔμπαλιν,14,0.0,91.98
Οὐαλέριος,14,0.0,91.98
χρόνιος,14,0.0,91.99
νομάς,14,0.0,91.99
ναυπηγέω,14,0.0,91.99
παράλληλος,14,0.0,91.99
ἐπίπλοος2,14,0.0,92.0
ἀποχώρησις,14,0.0,92.0
σύστημα,14,0.0,92.0
ἐκπολιορκέω,14,0.0,92.0
ἐκτρέχω,14,0.0,92.01
ἐμφύλιος,14,0.0,92.01
ἐπιτροπή,14,0.0,92.01
Τυρρηνία,14,0.0,92.01
ῥεῖθρον,14,0.0,92.02
εὔρωστος,14,0.0,92.02
ἐπιτροπεύω,14,0.0,92.02
ὄρυγμα,14,0.0,92.02
Μάρκιος,14,0.0,92.03
ἀντίος,14,0.0,92.03
ἐνύπνιον,14,0.0,92.03
δωρέομαι,14,0.0,92.03
ἐγχειρίδιον,14,0.0,92.04
στασιώτης,14,0.0,92.04
χρῄζω,14,0.0,92.04
Πραινεστός,14,0.0,92.04
ἀγείρω,14,0.0,92.05
Σπάρτακος,14,0.0,92.05
πολέμαρχος,14,0.0,92.05
ἕδρα,14,0.0,92.05
ποτόν,14,0.0,92.05
Σίλων,14,0.0,92.06
Γωβρύης,14,0.0,92.06
Δηιόκης,14,0.0,92.06
Δουκέτιος,14,0.0,92.06
Ἰώσηπος,14,0.0,92.07
ἔννομος,13,0.0,92.07
παρανομέω,13,0.0,92.07
διδασκαλεῖον,13,0.0,92.07
παιδαγωγός,13,0.0,92.08
ἔμπορος,13,0.0,92.08
ἀναιδής,13,0.0,92.08
τάμιας,13,0.0,92.08
κόσμιος,13,0.0,92.09
ἀποδοκιμάζω,13,0.0,92.09
καταπίνω,13,0.0,92.09
συκοφαντία,13,0.0,92.09
ἐνοικέω,13,0.0,92.09
πάμπαν,13,0.0,92.1
ἥρως,13,0.0,92.1
πόρω,13,0.0,92.1
ἔστε,13,0.0,92.1
δίωξις,13,0.0,92.11
συγγραφή,13,0.0,92.11
πραγματεύομαι,13,0.0,92.11
τρία,13,0.0,92.11
παραδέχομαι,13,0.0,92.11
τραγῳδία,13,0.0,92.12
ὕπαιθρος,13,0.0,92.12
κακοπάθεια,13,0.0,92.12
ἀγώνισμα,13,0.0,92.12
διατείνω,13,0.0,92.13
τοτέ,13,0.0,92.13
ἐξαρκέω,13,0.0,92.13
σφαγή,13,0.0,92.13
νόμιμα,13,0.0,92.14
μεταμέλομαι,13,0.0,92.14
ἀμ̄ακαῖος,13,0.0,92.14
ὁδός1,13,0.0,92.14
φορά,13,0.0,92.14
ὁρμέω,13,0.0,92.15
ὑποκρίνομαι,13,0.0,92.15
αὐχήν,13,0.0,92.15
Ἵππαρχος,13,0.0,92.15
βούλευμα,13,0.0,92.16
λῆμμα,13,0.0,92.16
Ὀλυμπία,13,0.0,92.16
λαγῶς,13,0.0,92.16
ποιμήν,13,0.0,92.16
μυστήριον,13,0.0,92.17
ἐκφαίνω,13,0.0,92.17
εὐήθης,13,0.0,92.17
Μαίανδρος,13,0.0,92.17
γέρας,13,0.0,92.18
σκέλος,13,0.0,92.18
καθιερόω,13,0.0,92.18
ἐνεργέω,13,0.0,92.18
ἕνος,13,0.0,92.19
εἴκοσιν,13,0.0,92.19
ἀνακρίνω,13,0.0,92.19
φροντίς,13,0.0,92.19
ὄλεθρος,13,0.0,92.19
ἄνθος,13,0.0,92.2
τρίπους,13,0.0,92.2
Ἀρχίδαμος,13,0.0,92.2
καθάπαξ,13,0.0,92.2
ἀμήχανος,13,0.0,92.21
τῇ,13,0.0,92.21
Ἰσοκράτης,13,0.0,92.21
διαβόητος,13,0.0,92.21
σύγκρισις,13,0.0,92.21
ἄκρατος,13,0.0,92.22
ἐξαρτύω,13,0.0,92.22
εὐφροσύνη,13,0.0,92.22
καθοπλίζω,13,0.0,92.22
Κύζικος,13,0.0,92.23
Ταραντῖνος,13,0.0,92.23
παιδιή,13,0.0,92.23
σκευή,13,0.0,92.23
ἔχθρη,13,0.0,92.23
Δοῦρις,13,0.0,92.24
ἀγωγή,13,0.0,92.24
ὀσμή,13,0.0,92.24
Φρύξ,13,0.0,92.24
ὄλβιος,13,0.0,92.25
συλάω,13,0.0,92.25
κῆπος,13,0.0,92.25
συνακολουθέω,13,0.0,92.25
συμμαχίς,13,0.0,92.26
γόνυ,13,0.0,92.26
νυκτερινός,13,0.0,92.26
Ἀρίστιππος,13,0.0,92.26
ἄδοξος,13,0.0,92.26
σκέψις,13,0.0,92.27
τράχηλος,13,0.0,92.27
λαλέω,13,0.0,92.27
ἐνιαύσιος,13,0.0,92.27
ἔγκειμαι,13,0.0,92.28
Σαπφώ,13,0.0,92.28
ἐπιζητέω,13,0.0,92.28
Ἰλλυρίς,13,0.0,92.28
φυγαδεύω,13,0.0,92.28
ἀποκλίνω,13,0.0,92.29
στέρνον,13,0.0,92.29
Ἅρπαλος,13,0.0,92.29
κάθοδος,13,0.0,92.29
Πύρρος,13,0.0,92.3
ὥς,13,0.0,92.3
Δημοχάρης,13,0.0,92.3
ταμίας,13,0.0,92.3
οἰκίον,13,0.0,92.31
ὄμβρος,13,0.0,92.31
ἀνθρώπειος,13,0.0,92.31
στρατήγημα,13,0.0,92.31
σπείρω,13,0.0,92.31
δεκάτη,13,0.0,92.32
ἄλλῃ,13,0.0,92.32
προχειρίζω,13,0.0,92.32
πατάσσω,13,0.0,92.32
κριθή,13,0.0,92.33
παιδάριον,13,0.0,92.33
ἀστυγείτων,13,0.0,92.33
κατάληψις,13,0.0,92.33
ἐφεδρεία,13,0.0,92.33
Κλαύδιος,13,0.0,92.34
θεραπείη,13,0.0,92.34
Κόιντος,13,0.0,92.34
ἐκκλίνω,13,0.0,92.34
ῥοπή,13,0.0,92.35
ἀπόβασις,13,0.0,92.35
ἀτείχιστος,13,0.0,92.35
προσβαίνω,13,0.0,92.35
Τύνης,13,0.0,92.36
καραδοκέω,13,0.0,92.36
ἐπισκευάζω,13,0.0,92.36
Καικίλιος,13,0.0,92.36
ἀποδοχή,13,0.0,92.36
ἐθελοντήν,13,0.0,92.37
διακόπτω,13,0.0,92.37
θάρσος,13,0.0,92.37
δυσμενής,13,0.0,92.37
πέραν,13,0.0,92.38
Βοῖος,13,0.0,92.38
λυσιτελής,13,0.0,92.38
δεσποτικός,13,0.0,92.38
περίοδος,13,0.0,92.38
προσνέμω,13,0.0,92.39
Τεγεάτης,13,0.0,92.39
παρέπομαι,13,0.0,92.39
ἀριστοκρατία,13,0.0,92.39
Πάλλας,13,0.0,92.4
Εὔανδρος,13,0.0,92.4
φυλάζω,13,0.0,92.4
ἐπιπέμπω,13,0.0,92.4
ἴλη,13,0.0,92.4
ἄσκησις,13,0.0,92.41
Καρία,13,0.0,92.41
Λέπιδος,13,0.0,92.41
Κύμη,13,0.0,92.41
ἀποτειχίζω,13,0.0,92.42
βασίλειος,13,0.0,92.42
δυώδεκα,13,0.0,92.42
ἐνοράω,13,0.0,92.42
Μίνδαρος,13,0.0,92.43
αἰχμή,13,0.0,92.43
ἑστία,13,0.0,92.43
Ἀσσύριοι,13,0.0,92.43
Ἀραβία,13,0.0,92.43
Κανδαύλης,13,0.0,92.44
Λύκιος,13,0.0,92.44
γραμματεύς,12,0.0,92.44
ἐπανορθόω,12,0.0,92.44
ὀλιγαρχικός,12,0.0,92.45
εὐνομέομαι,12,0.0,92.45
παλαίστρα,12,0.0,92.45
προσγράφω,12,0.0,92.45
ἱερωσύνη,12,0.0,92.45
εὐχή,12,0.0,92.46
πρέσβεια,12,0.0,92.46
προσεῖπον,12,0.0,92.46
ἐπί-ἐπικουρέω,12,0.0,92.46
ἐπιστάτης,12,0.0,92.46
νουθετέω,12,0.0,92.47
κῶμος,12,0.0,92.47
Δίφιλος,12,0.0,92.47
παρόω,12,0.0,92.47
ἀσέλγεια,12,0.0,92.47
κωμικός,12,0.0,92.48
κακοῦργος,12,0.0,92.48
θράσος,12,0.0,92.48
κατά-καθέζομαι,12,0.0,92.48
ἀνανδρία,12,0.0,92.49
παιδοποιέω,12,0.0,92.49
ἀτιμόω,12,0.0,92.49
φρήν,12,0.0,92.49
ὑφαιρέω,12,0.0,92.49
ἕξις,12,0.0,92.5
προπετής,12,0.0,92.5
ἀγγελία,12,0.0,92.5
στρεβλόω,12,0.0,92.5
ἀναβοάω,12,0.0,92.5
ἀνήκεστος,12,0.0,92.51
συσκευάζω,12,0.0,92.51
κόλαξ,12,0.0,92.51
τραγικός,12,0.0,92.51
ἀγωνιστής,12,0.0,92.51
ἀπαλλαγή,12,0.0,92.52
ἅμιλλα,12,0.0,92.52
πτερόν,12,0.0,92.52
εὐστοχέω,12,0.0,92.52
ἀρχηγός,12,0.0,92.52
δούλη,12,0.0,92.53
ἄγρα,12,0.0,92.53
χαρά,12,0.0,92.53
ἔλεγχος,12,0.0,92.53
δυστυχέω,12,0.0,92.54
συνέχω,12,0.0,92.54
σβέννυμι,12,0.0,92.54
θρίξ,12,0.0,92.54
ἐλάττωμα,12,0.0,92.54
ἀπεχθάνομαι,12,0.0,92.55
ἄψυχος,12,0.0,92.55
ὑπονοέω,12,0.0,92.55
ἀντίδικος,12,0.0,92.55
πρόοιδα,12,0.0,92.55
ἔμφρων,12,0.0,92.56
παρεῖδον,12,0.0,92.56
Ἡρόδοτος,12,0.0,92.56
μετονομάζω,12,0.0,92.56
ῥόδον,12,0.0,92.56
Θεόφραστος,12,0.0,92.57
ῥᾳστώνη,12,0.0,92.57
Πίνδαρος,12,0.0,92.57
κύλιξ,12,0.0,92.57
Χάρης,12,0.0,92.58
στρῶμα,12,0.0,92.58
κατάκειμαι,12,0.0,92.58
καρτερέω,12,0.0,92.58
ἕωθεν,12,0.0,92.58
εὐωχία,12,0.0,92.59
ἐπιτηρέω,12,0.0,92.59
Ἰάπυγες,12,0.0,92.59
σπανίζω,12,0.0,92.59
τέρας,12,0.0,92.59
ἀπόγονος,12,0.0,92.6
ἐνίημι,12,0.0,92.6
ἁγνός,12,0.0,92.6
ἀναβιβάζω,12,0.0,92.6
ὑπόδημα,12,0.0,92.6
τάλας,12,0.0,92.61
ἀνασκευάζω,12,0.0,92.61
Ὀλύνθιος,12,0.0,92.61
Ἄρτεμις,12,0.0,92.61
Ἱπποκράτης,12,0.0,92.61
πῆχυς,12,0.0,92.62
Κύπριος,12,0.0,92.62
ἐκμανθάνω,12,0.0,92.62
βακτηρία,12,0.0,92.62
Ἡράκλεια,12,0.0,92.63
κάμπτω,12,0.0,92.63
ἄγαν,12,0.0,92.63
Πρίαμος,12,0.0,92.63
ἱστορικός,12,0.0,92.63
γραῦς,12,0.0,92.64
ἄφρων,12,0.0,92.64
παιδικόν,12,0.0,92.64
γύναιον,12,0.0,92.64
πεινάω,12,0.0,92.64
κτέομαι,12,0.0,92.65
χαριστήριος,12,0.0,92.65
ἕλος,12,0.0,92.65
δέησις,12,0.0,92.65
χαλκοῦς,12,0.0,92.65
ἐμπορία,12,0.0,92.66
Θάσιος,12,0.0,92.66
κρημνός,12,0.0,92.66
ἐπισκέπτομαι,12,0.0,92.66
πυρός,12,0.0,92.66
Ἱππίας,12,0.0,92.67
Ἰσθμός,12,0.0,92.67
ἐκφορέω,12,0.0,92.67
Ῥηγῖνος,12,0.0,92.67
Κρητικός,12,0.0,92.68
Ἀκράγας,12,0.0,92.68
ἀφύλακτος,12,0.0,92.68
διαμαρτύρομαι,12,0.0,92.68
ἀποχράω,12,0.0,92.68
πελάγιος,12,0.0,92.69
ἑπτακόσιοι,12,0.0,92.69
Ὄλυνθος,12,0.0,92.69
ἄτακτος,12,0.0,92.69
εὐμενής,12,0.0,92.69
ἀπογραφή,12,0.0,92.7
μέδιμνος,12,0.0,92.7
που,12,0.0,92.7
ἑκκαίδεκα,12,0.0,92.7
Λυσιθείδης,12,0.0,92.7
ἐφόδιον,12,0.0,92.71
προσοφείλω,12,0.0,92.71
παράθεσις,12,0.0,92.71
πορθμός,12,0.0,92.71
εὐκαιρία,12,0.0,92.72
δεόντως,12,0.0,92.72
προφαίνω,12,0.0,92.72
παρεισάγω,12,0.0,92.72
ἀβλαβής,12,0.0,92.72
καταρτίζω,12,0.0,92.73
πρύμνα,12,0.0,92.73
αἰφνίδιος,12,0.0,92.73
δυσχρηστία,12,0.0,92.73
ἀπολογισμός,12,0.0,92.73
συστρέφω,12,0.0,92.74
μισθόφορος,12,0.0,92.74
Φούριος,12,0.0,92.74
ἔγγιστος,12,0.0,92.74
ἐπιβοηθέω,12,0.0,92.74
προλέγω2,12,0.0,92.75
ἀπαθής,12,0.0,92.75
κοινολογέομαι,12,0.0,92.75
Ἐπιδάμνιος,12,0.0,92.75
Ἄλβα,12,0.0,92.75
Ἴνσομβρες,12,0.0,92.76
ἀκίνητος,12,0.0,92.76
μόναρχος,12,0.0,92.76
Τεγέα,12,0.0,92.76
Μαντίνεια,12,0.0,92.77
νομοθεσία,12,0.0,92.77
δικτάτωρ,12,0.0,92.77
ῥύμη,12,0.0,92.77
δόκιμος,12,0.0,92.77
ἔπαλξις,12,0.0,92.78
Εὐφράτης,12,0.0,92.78
διῶρυξ,12,0.0,92.78
προσφιλής,12,0.0,92.78
κτῆνος,12,0.0,92.78
Νότιον,12,0.0,92.79
Ἐτεόνικος,12,0.0,92.79
σύνεδρος,12,0.0,92.79
ἀτιμία,12,0.0,92.79
Καπιτώλιον,12,0.0,92.79
οὔποτε,12,0.0,92.8
ἀπειλή,12,0.0,92.8
ξιφίδιον,12,0.0,92.8
ἀργέω,12,0.0,92.8
ὑγιαίνω,12,0.0,92.81
Νικήρατος,12,0.0,92.81
Τισαφέρνης,12,0.0,92.81
Κίλιξ,12,0.0,92.81
Ἀβραδάτας,12,0.0,92.81
Παλλήνη,12,0.0,92.82
Πακτύης,12,0.0,92.82
Σαμάρεια,12,0.0,92.82
Σαλώμη,12,0.0,92.82
Πρωτόμαχος,12,0.0,92.82
δημοκρατέομαι,11,0.0,92.83
δύω2,11,0.0,92.83
ἄνειμι,11,0.0,92.83
ἐπιτίμιον,11,0.0,92.83
ἡβάω,11,0.0,92.83
ἀγορεύω,11,0.0,92.84
συνεθίζω,11,0.0,92.84
κληρονόμος,11,0.0,92.84
ἐπίδειξις,11,0.0,92.84
μαντεία,11,0.0,92.84
ὑπομιμνήσκω,11,0.0,92.85
ἐπισκευή,11,0.0,92.85
Νικόστρατος,11,0.0,92.85
συναγορεύω,11,0.0,92.85
ἀντιβολέω,11,0.0,92.85
ἄρτιος,11,0.0,92.85
ἐπαράομαι,11,0.0,92.86
παράκλησις,11,0.0,92.86
καταχράω,11,0.0,92.86
εὐσχήμων,11,0.0,92.86
θέμις,11,0.0,92.86
γαῖα,11,0.0,92.87
ζηλωτός,11,0.0,92.87
Ἀριστοφῶν,11,0.0,92.87
ὁπωσοῦν,11,0.0,92.87
θηρεύω,11,0.0,92.87
σφάζω,11,0.0,92.88
ἔκπληξις,11,0.0,92.88
ὀρθόω,11,0.0,92.88
ἀμφισβήτησις,11,0.0,92.88
ἐγχωρέω,11,0.0,92.88
κατεῖπον,11,0.0,92.89
γραμματείδιον,11,0.0,92.89
σύμβολον,11,0.0,92.89
ἀσέβημα,11,0.0,92.89
μετανοέω,11,0.0,92.89
καταπράσσω,11,0.0,92.9
Κέφαλος,11,0.0,92.9
Εὐβοεύς,11,0.0,92.9
