Word,Count,Percentage of total,Cumulative percentage of total
νήπιος,14,0.01,89.58
αὔριον,14,0.01,89.59
ὅθεν,14,0.01,89.61
κατανοέω,14,0.01,89.62
ἀφίστημι,14,0.01,89.63
ἀλλότριος,14,0.01,89.64
Τίτος,14,0.01,89.65
γράμμα,14,0.01,89.66
ἀτενίζω,14,0.01,89.67
ἀμφότερος,14,0.01,89.68
Ἀνδρέας,13,0.01,89.69
ἐκπλήσσω,13,0.01,89.7
δαιμονίζομαι,13,0.01,89.71
ἀναχωρέω,13,0.01,89.72
λύχνος,13,0.01,89.73
σῖτος,13,0.01,89.74
θερισμός,13,0.01,89.75
ὕψιστος,13,0.01,89.76
παράδοσις,13,0.01,89.77
κοινός,13,0.01,89.78
ἔξωθεν,13,0.01,89.79
ἀνά,13,0.01,89.8
ζύμη,13,0.01,89.81
ἕξ,13,0.01,89.82
χωρίζω,13,0.01,89.83
κλέπτω,13,0.01,89.84
ἐμπαίζω,13,0.01,89.85
διαφέρω,13,0.01,89.86
προλέγω,13,0.01,89.87
ἀπώλεια,13,0.01,89.88
ἐπαγγέλλω,13,0.01,89.89
πρίν,13,0.01,89.9
παιδίσκη,13,0.01,89.91
ἐπίσταμαι,13,0.01,89.91
τύπτω,13,0.01,89.92
ἄνωθεν,13,0.01,89.93
προσδέχομαι,13,0.01,89.94
ἀναλαμβάνω,13,0.01,89.95
παιδεύω,13,0.01,89.96
καπνός,13,0.01,89.97
χρυσός,13,0.01,89.98
δράκων,13,0.01,89.99
τύπος,13,0.01,90.0
καταντάω,13,0.01,90.01
φύσις,13,0.01,90.02
παύω,13,0.01,90.03
πάθημα,13,0.01,90.04
ταπεινόω,13,0.01,90.05
ἀνθίστημι,13,0.01,90.06
Μάρθα,13,0.01,90.07
Ναζωραῖος,13,0.01,90.08
ἐξαποστέλλω,13,0.01,90.09
προσδοκάω,13,0.01,90.1
ἐλεημοσύνη,13,0.01,90.11
Φῆστος,13,0.01,90.12
βοάω,12,0.01,90.13
Ναζαρά,12,0.01,90.14
δεῦτε,12,0.01,90.15
δίκτυον,12,0.01,90.16
Ζεβεδαῖος,12,0.01,90.17
κατάκειμαι,12,0.01,90.18
πρωΐ,12,0.01,90.18
σπλαγχνίζομαι,12,0.01,90.19
πρόθεσις,12,0.01,90.2
ἐπιπίπτω,12,0.01,90.21
βροντή,12,0.01,90.22
Ἰσκαριώθ,12,0.01,90.23
ἑκατόν,12,0.01,90.24
λυχνία,12,0.01,90.25
χοῖρος,12,0.01,90.26
ὅριον,12,0.01,90.27
ῥάβδος,12,0.01,90.28
βαπτιστής,12,0.01,90.28
θαρσέω,12,0.01,90.29
ἔσωθεν,12,0.01,90.3
προσλαμβάνω,12,0.01,90.31
ὑψηλός,12,0.01,90.32
ἐξουθενέω,12,0.01,90.33
ὀδούς,12,0.01,90.34
διαλέγω,12,0.01,90.35
γέεννα,12,0.01,90.36
φονεύω,12,0.01,90.37
Βηθανία,12,0.01,90.38
πῶλος,12,0.01,90.38
λιμός,12,0.01,90.39
οἰκοδεσπότης,12,0.01,90.4
ἀλέκτωρ,12,0.01,90.41
τρίς,12,0.01,90.42
αὐλή,12,0.01,90.43
παραιτέομαι,12,0.01,90.44
γόνυ,12,0.01,90.45
ἐξάγω,12,0.01,90.46
Μαγδαληνή,12,0.01,90.47
στηρίζω,12,0.01,90.47
πλουτέω,12,0.01,90.48
καίω,12,0.01,90.49
φιάλη,12,0.01,90.5
σαλπίζω,12,0.01,90.51
πόρνη,12,0.01,90.52
κολλάω,12,0.01,90.53
μωρός,12,0.01,90.54
καταισχύνω,12,0.01,90.55
βουλή,12,0.01,90.56
γε,12,0.01,90.57
χράω,12,0.01,90.57
τυγχάνω,12,0.01,90.58
ἐπισκοπέω,12,0.01,90.59
ἀπειθέω,12,0.01,90.6
μακροθυμία,12,0.01,90.61
ἀνομία,12,0.01,90.62
ἔθος,12,0.01,90.63
ἐπιζητέω,12,0.01,90.64
βῆμα,12,0.01,90.65
συνέχω,12,0.01,90.66
ἀναγγέλλω,12,0.01,90.67
Σολομών,12,0.01,90.67
Ῥωμαῖος,12,0.01,90.68
ἀντιλέγω,12,0.01,90.69
Σιλᾶς,12,0.01,90.7
σχίζω,11,0.01,90.71
καταρτίζω,11,0.01,90.72
νόσος,11,0.01,90.73
κράβαττος,11,0.01,90.73
ἀσκός,11,0.01,90.74
Θωμᾶς,11,0.01,90.75
τριάκοντα,11,0.01,90.76
μετρέω,11,0.01,90.77
κλάδος,11,0.01,90.78
ὑπαντάω,11,0.01,90.78
ἅλυσις,11,0.01,90.79
βασανίζω,11,0.01,90.8
ὑγιής,11,0.01,90.81
συγγενής,11,0.01,90.82
ἀπιστία,11,0.01,90.83
χιτών,11,0.01,90.83
ἔλαιον,11,0.01,90.84
ἀναπαύω,11,0.01,90.85
ἀναπίπτω,11,0.01,90.86
ἀγορά,11,0.01,90.87
τελευτάω,11,0.01,90.88
ἐμβλέπω,11,0.01,90.88
ἀπαρνέομαι,11,0.01,90.89
ἐπαισχύνομαι,11,0.01,90.9
φυτεύω,11,0.01,90.91
κάτω,11,0.01,90.92
Γαλιλαῖος,11,0.01,90.93
Βαραββᾶς,11,0.01,90.93
κάλαμος,11,0.01,90.94
διαμερίζω,11,0.01,90.95
σφόδρα,11,0.01,90.96
ὕστερον,11,0.01,90.97
σάλπιγξ,11,0.01,90.98
ψεύδω,11,0.01,90.98
εἴκοσι,11,0.01,90.99
γέμω,11,0.01,91.0
κέρας,11,0.01,91.01
κατακαίω,11,0.01,91.02
καταβολή,11,0.01,91.03
Βαβυλών,11,0.01,91.03
τίμιος,11,0.01,91.04
φωτίζω,11,0.01,91.05
λίμνη,11,0.01,91.06
ἐπειδή,11,0.01,91.07
συνεργός,11,0.01,91.08
ἔπαινος,11,0.01,91.08
πραότης,11,0.01,91.09
καύχημα,11,0.01,91.1
κακία,11,0.01,91.11
πρᾶγμα,11,0.01,91.12
ἄδικος,11,0.01,91.13
βρῶσις,11,0.01,91.13
ἐάω,11,0.01,91.14
ζηλόω,11,0.01,91.15
θάπτω,11,0.01,91.16
καύχησις,11,0.01,91.17
ὑμέτερος,11,0.01,91.18
ἄφρων,11,0.01,91.18
εἰσάγω,11,0.01,91.19
ἅπαξ,11,0.01,91.2
δωρεά,11,0.01,91.21
ἐνδείκνυμι,11,0.01,91.22
ξένος,11,0.01,91.23
ῥύομαι,11,0.01,91.23
πιάζω,11,0.01,91.24
τρόπος,11,0.01,91.25
Σαμάρεια,11,0.01,91.26
πυνθάνομαι,11,0.01,91.27
μεταβαίνω,11,0.01,91.27
ὑγιαίνω,11,0.01,91.28
εὐσέβεια,11,0.01,91.29
ὁμοθυμαδόν,11,0.01,91.3
Ζαχαρίας,11,0.01,91.31
Ἁνανίας,11,0.01,91.32
ὅραμα,11,0.01,91.32
Ἀγρίππας,11,0.01,91.33
κατασκευάζω,10,0.01,91.34
ὑπόδημα,10,0.01,91.35
περιστερά,10,0.01,91.36
συζητέω,10,0.01,91.36
ἐπιτάσσω,10,0.01,91.37
λίαν,10,0.01,91.38
παραλυτικός,10,0.01,91.39
σιωπάω,10,0.01,91.39
Τύρος,10,0.01,91.4
προσκαρτερέω,10,0.01,91.41
θλίβω,10,0.01,91.42
ἔνοχος,10,0.01,91.42
στήκω,10,0.01,91.43
διωγμός,10,0.01,91.44
μνῆμα,10,0.01,91.45
πηγή,10,0.01,91.45
ὑποκάτω,10,0.01,91.46
σπουδή,10,0.01,91.47
ὅρκος,10,0.01,91.48
ἐναντίος,10,0.01,91.48
τέταρτος,10,0.01,91.49
σέβω,10,0.01,91.5
δόλος,10,0.01,91.51
ἀδύνατος,10,0.01,91.51
ὄντως,10,0.01,91.52
βίβλος,10,0.01,91.53
διάνοια,10,0.01,91.54
ἀσπασμός,10,0.01,91.54
θανατόω,10,0.01,91.55
πατάσσω,10,0.01,91.56
χωρίον,10,0.01,91.57
ἀφαιρέω,10,0.01,91.57
κλῆρος,10,0.01,91.58
ἔνατος,10,0.01,91.59
πενθέω,10,0.01,91.6
ᾍδης,10,0.01,91.61
ὅδε,10,0.01,91.61
Ἱερουσάλυμα,10,0.01,91.62
σύνδουλος,10,0.01,91.63
ἀνατολή,10,0.01,91.64
δάκρυον,10,0.01,91.64
εἴδωλον,10,0.01,91.65
ἀρχαῖος,10,0.01,91.66
δικαίωμα,10,0.01,91.67
λαμπρός,10,0.01,91.67
ἀγαλλιάω,10,0.01,91.68
ἐντεῦθεν,10,0.01,91.69
Ἀπολλῶς,10,0.01,91.7
κλῆσις,10,0.01,91.7
ἁγιασμός,10,0.01,91.71
ἀπολύτρωσις,10,0.01,91.72
μήπως,10,0.01,91.73
ἄνομος,10,0.01,91.73
ἐλευθερία,10,0.01,91.74
σιγάω,10,0.01,91.75
ζῳοποιέω,10,0.01,91.76
Ἀχαΐα,10,0.01,91.76
πληθύνω,10,0.01,91.77
ἐμφανίζω,10,0.01,91.78
κομίζω,10,0.01,91.79
χρηστότης,10,0.01,91.79
σπλάγχνον,10,0.01,91.8
ἀφορίζω,10,0.01,91.81
ἐκκόπτω,10,0.01,91.82
ἀπολογέομαι,10,0.01,91.82
ἀκαθαρσία,10,0.01,91.83
ἅμα,10,0.01,91.84
σκοτία,10,0.01,91.85
διατρίβω,10,0.01,91.85
ἀκριβής,10,0.01,91.86
ἐπιδίδωμι,10,0.01,91.87
στρατηγός,10,0.01,91.88
Ἰόππη,10,0.01,91.88
ἐξομολογέω,9,0.01,91.89
περίχωρος,9,0.01,91.9
λεπρός,9,0.01,91.91
βάθος,9,0.01,91.91
ἑξήκοντα,9,0.01,91.92
γεμίζω,9,0.01,91.93
μέλω,9,0.01,91.93
βόσκω,9,0.01,91.94
ἀρχισυνάγωγος,9,0.01,91.95
ἀλείφω,9,0.01,91.95
κλάσμα,9,0.01,91.96
ἀναγκάζω,9,0.01,91.97
φόνος,9,0.01,91.97
ἀπολαμβάνω,9,0.01,91.98
ἀποδοκιμάζω,9,0.01,91.99
ἄρσην,9,0.01,91.99
δεῦρο,9,0.01,92.0
εὐώνυμος,9,0.01,92.01
ἐντρέπω,9,0.01,92.01
γωνία,9,0.01,92.02
στολή,9,0.01,92.03
γαστήρ,9,0.01,92.03
ψευδοπροφήτης,9,0.01,92.04
σελήνη,9,0.01,92.05
ἄζυμος,9,0.01,92.05
πιπράσκω,9,0.01,92.06
ἄμπελος,9,0.01,92.07
διασκορπίζω,9,0.01,92.08
νεανίσκος,9,0.01,92.08
ἔσω,9,0.01,92.09
στάσις,9,0.01,92.1
φθόνος,9,0.01,92.1
ἐγκαταλείπω,9,0.01,92.11
καθαιρέω,9,0.01,92.12
θνῄσκω,9,0.01,92.12
κράτος,9,0.01,92.13
παντοκράτωρ,9,0.01,92.14
νῆσος,9,0.01,92.14
εἰδωλόθυτος,9,0.01,92.15
ποιμαίνω,9,0.01,92.16
χρυσίον,9,0.01,92.16
κρούω,9,0.01,92.17
ἀστραπή,9,0.01,92.18
λαμπάς,9,0.01,92.18
ἄβυσσος,9,0.01,92.19
χίλιοι,9,0.01,92.2
ὅσιος,9,0.01,92.2
μαργαρίτης,9,0.01,92.21
γνώμη,9,0.01,92.22
κλητός,9,0.01,92.22
αἰνέω,9,0.01,92.23
κοσμέω,9,0.01,92.24
δωρεάν,9,0.01,92.25
πόρνος,9,0.01,92.25
τεῖχος,9,0.01,92.26
ἔρις,9,0.01,92.27
Κηφᾶς,9,0.01,92.27
οἰκονόμος,9,0.01,92.28
ὀνομάζω,9,0.01,92.29
οἰκονομία,9,0.01,92.29
μακροθυμέω,9,0.01,92.3
τάξις,9,0.01,92.31
τάσσω,9,0.01,92.31
ὑστέρημα,9,0.01,92.32
κατάπαυσις,9,0.01,92.33
χρηματίζω,9,0.01,92.33
ἐπιτελέω,9,0.01,92.34
προσφορά,9,0.01,92.35
ἐκδίκησις,9,0.01,92.35
ἀποτίθημι,9,0.01,92.36
ἄνω,9,0.01,92.37
ἀποστρέφω,9,0.01,92.37
εὐάρεστος,9,0.01,92.38
ἐπιποθέω,9,0.01,92.39
Ἰσραηλίτης,9,0.01,92.39
κίνδυνος,9,0.01,92.4
ἐκπίπτω,9,0.01,92.41
ἀναστροφή,9,0.01,92.42
εὐδοκία,9,0.01,92.42
μεταξύ,9,0.01,92.43
κραυγάζω,9,0.01,92.44
Καϊάφας,9,0.01,92.44
παρρησιάζομαι,9,0.01,92.45
κατάγω,9,0.01,92.46
νομικός,9,0.01,92.46
Ἐλισαβέτ,9,0.01,92.47
οὐράνιος,9,0.01,92.48
Ἰωνᾶς,9,0.01,92.48
κλαυθμός,9,0.01,92.49
μνᾶ,9,0.01,92.5
μεταπέμπω,9,0.01,92.5
Φῆλιξ,9,0.01,92.51
ζώνη,8,0.01,92.52
ὀσφῦς,8,0.01,92.52
παράγω,8,0.01,92.53
ἐπισυνάγω,8,0.01,92.53
ποικίλος,8,0.01,92.54
προστάσσω,8,0.01,92.55
χωρέω,8,0.01,92.55
σχίσμα,8,0.01,92.56
ξηρός,8,0.01,92.56
συμβούλιον,8,0.01,92.57
Σιδών,8,0.01,92.58
προσπίπτω,8,0.01,92.58
κύκλος,8,0.01,92.59
ἀνατέλλω,8,0.01,92.59
καρποφορέω,8,0.01,92.6
κλίνη,8,0.01,92.61
δρέπανον,8,0.01,92.61
διαπαντός,8,0.01,92.62
διηγέομαι,8,0.01,92.63
κοράσιον,8,0.01,92.63
διαστέλλω,8,0.01,92.64
πατρίς,8,0.01,92.64
προέρχομαι,8,0.01,92.65
διακόσιοι,8,0.01,92.66
πλεονεξία,8,0.01,92.66
δάκτυλος,8,0.01,92.67
διανοίγνυμι,8,0.01,92.67
ἐκφέρω,8,0.01,92.68
βοηθέω,8,0.01,92.69
ἅλας,8,0.01,92.69
κατέναντι,8,0.01,92.7
κόπτω,8,0.01,92.7
περιτίθημι,8,0.01,92.71
γαμίζω,8,0.01,92.72
ἰσχύς,8,0.01,92.72
ὑποπόδιον,8,0.01,92.73
βίος,8,0.01,92.73
ἀσφαλής,8,0.01,92.74
ἴσος,8,0.01,92.75
εὐλογητός,8,0.01,92.75
πραιτώριον,8,0.01,92.76
συγκαλέω,8,0.01,92.76
κινέω,8,0.01,92.77
ὀνειδίζω,8,0.01,92.78
εὐσχήμων,8,0.01,92.78
ἀπιστέω,8,0.01,92.79
πρωτότοκος,8,0.01,92.79
ὀξύς,8,0.01,92.8
πορνεύω,8,0.01,92.81
λέων,8,0.01,92.81
σφάζω,8,0.01,92.82
δεσπότης,8,0.01,92.82
μέτωπον,8,0.01,92.83
ἕβδομος,8,0.01,92.84
στράτευμα,8,0.01,92.84
θεῖος,8,0.01,92.85
πλατεῖα,8,0.01,92.85
ὀργίζω,8,0.01,92.86
τρέφω,8,0.01,92.87
χάραγμα,8,0.01,92.87
ἀπαρχή,8,0.01,92.88
ψεῦδος,8,0.01,92.88
νύμφη,8,0.01,92.89
παρεμβολή,8,0.01,92.9
κήρυγμα,8,0.01,92.9
οἰκέω,8,0.01,92.91
νουθετέω,8,0.01,92.92
πάντως,8,0.01,92.92
ἐκτός,8,0.01,92.93
δουλόω,8,0.01,92.93
βοῦς,8,0.01,92.94
μετέχω,8,0.01,92.95
ἀγωνίζομαι,8,0.01,92.95
ἀδόκιμος,8,0.01,92.96
γογγύζω,8,0.01,92.96
κοινωνός,8,0.01,92.97
αἵρεσις,8,0.01,92.98
καταφρονέω,8,0.01,92.98
ἀναγκαῖος,8,0.01,92.99
ὑπερβολή,8,0.01,92.99
κατηχέω,8,0.01,93.0
Ἀδάμ,8,0.01,93.01
προπέμπω,8,0.01,93.01
ἀντίκειμαι,8,0.01,93.02
ἐκφεύγω,8,0.01,93.02
ὁρίζω,8,0.01,93.03
σπουδάζω,8,0.01,93.04
Μελχισεδέκ,8,0.01,93.04
ἡλικία,8,0.01,93.05
μονογενής,8,0.01,93.05
λιθάζω,8,0.01,93.06
λιθοβολέω,8,0.01,93.07
πλεονάζω,8,0.01,93.07
ἁγνός,8,0.01,93.08
μεγαλύνω,8,0.01,93.08
ἐσθής,8,0.01,93.09
ἕλκω,8,0.01,93.1
μεστός,8,0.01,93.1
ἐνέργεια,8,0.01,93.11
ζήτησις,8,0.01,93.11
καθέζομαι,8,0.01,93.12
ἐνθάδε,8,0.01,93.13
Σαμαρίτης,8,0.01,93.13
Βηθλεέμ,8,0.01,93.14
προσκόπτω,8,0.01,93.14
σαπρός,8,0.01,93.15
ἐξαιρέω,8,0.01,93.16
Συρία,8,0.01,93.16
Κιλικία,8,0.01,93.17
Ῥώμη,8,0.01,93.18
βρέφος,8,0.01,93.18
προΐστημι,8,0.01,93.19
ῥίπτω,8,0.01,93.19
συλλέγω,8,0.01,93.2
ἔνδυμα,8,0.01,93.21
εὐνοῦχος,8,0.01,93.21
Κορνήλιος,8,0.01,93.22
ζιζάνιον,8,0.01,93.22
φιμόω,7,0.01,93.23
πανταχοῦ,7,0.01,93.23
χαλάω,7,0.01,93.24
εὔκοπος,7,0.01,93.24
Λευί,7,0.01,93.25
συνανάκειμαι,7,0.01,93.26
ἰατρός,7,0.01,93.26
ῥήγνυμι,7,0.01,93.27
περιβλέπω,7,0.01,93.27
ἀποκαθίστημι,7,0.01,93.28
Βεελζεβούλ,7,0.01,93.28
κόκκος,7,0.01,93.29
σκιά,7,0.01,93.29
συντρίβω,7,0.01,93.3
ἀγέλη,7,0.01,93.3
ὄπισθεν,7,0.01,93.31
θόρυβος,7,0.01,93.31
μεθερμηνεύω,7,0.01,93.32
ἔκστασις,7,0.01,93.32
πτῶμα,7,0.01,93.33
πεντήκοντα,7,0.01,93.33
Βηθσαϊδάν,7,0.01,93.34
πονηρία,7,0.01,93.35
προσμένω,7,0.01,93.35
ἀναφέρω,7,0.01,93.36
τράχηλος,7,0.01,93.36
ἀγανακτέω,7,0.01,93.37
μαστιγόω,7,0.01,93.37
Ἰεριχώ,7,0.01,93.38
ἀτιμάζω,7,0.01,93.38
σύνεσις,7,0.01,93.39
συντελέω,7,0.01,93.39
δῶμα,7,0.01,93.4
σπεῖρα,7,0.01,93.4
βεβαιόω,7,0.01,93.41
τάχος,7,0.01,93.41
φλόξ,7,0.01,93.42
ῥομφαία,7,0.01,93.42
πολεμέω,7,0.01,93.43
ᾠδή,7,0.01,93.44
μυριάς,7,0.01,93.44
πνέω,7,0.01,93.45
φρέαρ,7,0.01,93.45
ἀήρ,7,0.01,93.46
Ἑβραιστί,7,0.01,93.46
βρέχω,7,0.01,93.47
Σόδομα,7,0.01,93.47
δέκατος,7,0.01,93.48
Σιών,7,0.01,93.48
ἄμωμος,7,0.01,93.49
μεθύω,7,0.01,93.49
φθείρω,7,0.01,93.5
εἰδωλολάτρης,7,0.01,93.5
νότος,7,0.01,93.51
ἀπεκδέχομαι,7,0.01,93.51
ἀνθρώπινος,7,0.01,93.52
συμβιβάζω,7,0.01,93.52
σαρκικός,7,0.01,93.53
ἐνίστημι,7,0.01,93.54
φυσιόω,7,0.01,93.54
ἄπειμι,7,0.01,93.55
ἔνειμι,7,0.01,93.55
ἐπιταγή,7,0.01,93.56
φείδομαι,7,0.01,93.56
ἀπολογία,7,0.01,93.57
στρατεύω,7,0.01,93.57
ἐπίκειμαι,7,0.01,93.58
ἄφθαρτος,7,0.01,93.58
πρέπω,7,0.01,93.59
ἀτιμία,7,0.01,93.59
δόκιμος,7,0.01,93.6
ἀνάθεμα,7,0.01,93.6
συγχαίρω,7,0.01,93.61
ζηλωτής,7,0.01,93.61
ψαλμός,7,0.01,93.62
χρηστός,7,0.01,93.63
ἐπίγειος,7,0.01,93.63
ἀφθαρσία,7,0.01,93.64
ἀλλάσσω,7,0.01,93.64
θησαυρίζω,7,0.01,93.65
βέβαιος,7,0.01,93.65
παράβασις,7,0.01,93.66
ἀξιόω,7,0.01,93.66
πρότερον,7,0.01,93.67
μεταλαμβάνω,7,0.01,93.67
ἐπιδείκνυμι,7,0.01,93.68
ἄμεμπτος,7,0.01,93.68
διατίθημι,7,0.01,93.69
ἀνταποδίδωμι,7,0.01,93.69
ἐμπίπτω,7,0.01,93.7
ἀναστρέφω,7,0.01,93.7
ἐκζητέω,7,0.01,93.71
κλίνω,7,0.01,93.72
βουλεύω,7,0.01,93.72
κυριεύω,7,0.01,93.73
δοκιμή,7,0.01,93.73
καλύπτω,7,0.01,93.74
λάμπω,7,0.01,93.74
ἀφορμή,7,0.01,93.75
ταπεινός,7,0.01,93.75
ἁπλότης,7,0.01,93.76
σπουδαῖος,7,0.01,93.76
βαρύς,7,0.01,93.77
φθάνω,7,0.01,93.77
ἐριθεία,7,0.01,93.78
μέντοι,7,0.01,93.78
ἀργός,7,0.01,93.79
μνεία,7,0.01,93.79
διαστρέφω,7,0.01,93.8
ἐνδυναμόω,7,0.01,93.81
Μάρκος,7,0.01,93.81
ὀκτώ,7,0.01,93.82
ἐλευθερόω,7,0.01,93.82
χάριν,7,0.01,93.83
κρεμάννυμι,7,0.01,93.83
ὀφειλέτης,7,0.01,93.84
ἀγαθοποιέω,7,0.01,93.84
εἰσφέρω,7,0.01,93.85
κτάομαι,7,0.01,93.85
τάφος,7,0.01,93.86
ἐγκαλέω,7,0.01,93.86
ἐπιστάτης,7,0.01,93.87
προσφωνέω,7,0.01,93.87
διασῴζω,7,0.01,93.88
πύλη,7,0.01,93.88
ἀποδέχομαι,7,0.01,93.89
βρυγμός,7,0.01,93.9
Στέφανος,7,0.01,93.9
ξενίζω,7,0.01,93.91
κάμηλος,6,0.0,93.91
Ναζαρηνός,6,0.0,93.91
πενθερά,6,0.0,93.92
πυρετός,6,0.0,93.92
καθαρισμός,6,0.0,93.93
στάχυς,6,0.0,93.93
παρατηρέω,6,0.0,93.94
πλοιάριον,6,0.0,93.94
μάστιξ,6,0.0,93.95
ἀπάτη,6,0.0,93.95
παραδέχομαι,6,0.0,93.96
διαπεράω,6,0.0,93.96
περιάγω,6,0.0,93.96
πήρα,6,0.0,93.97
Ἡρωδιάς,6,0.0,93.97
ἀπορέω,6,0.0,93.98
ἀνακλίνω,6,0.0,93.98
κόφινος,6,0.0,93.99
πεντακισχίλιοι,6,0.0,93.99
ἀποτάσσω,6,0.0,94.0
ὀρθός,6,0.0,94.0
ἐπιλανθάνω,6,0.0,94.01
ζημιόω,6,0.0,94.01
μοιχαλίς,6,0.0,94.01
συλλαλέω,6,0.0,94.02
ἀποκόπτω,6,0.0,94.02
σβέννυμι,6,0.0,94.03
χρῆμα,6,0.0,94.03
συμβαίνω,6,0.0,94.04
ἐμπτύω,6,0.0,94.04
στρώννυμι,6,0.0,94.05
ὡσαννά,6,0.0,94.05
φύλλον,6,0.0,94.06
σπήλαιον,6,0.0,94.06
ἀναμιμνῄσκω,6,0.0,94.06
ἀποδημέω,6,0.0,94.07
θαυμαστός,6,0.0,94.07
ὑπόκρισις,6,0.0,94.08
βάτος,6,0.0,94.08
πρόφασις,6,0.0,94.09
βδέλυγμα,6,0.0,94.09
χειμών,6,0.0,94.1
ἄκρον,6,0.0,94.1
καταφιλέω,6,0.0,94.11
σινδών,6,0.0,94.11
θερμαίνω,6,0.0,94.11
χειροποίητος,6,0.0,94.12
ἀποφέρω,6,0.0,94.12
Κυρηναῖος,6,0.0,94.13
Ἀλέξανδρος,6,0.0,94.13
ὄξος,6,0.0,94.14
καταπέτασμα,6,0.0,94.14
παρασκευή,6,0.0,94.15
ἕνδεκα,6,0.0,94.15
σημαίνω,6,0.0,94.16
Λαοδίκεια,6,0.0,94.16
περιζώννυμι,6,0.0,94.16
κλείς,6,0.0,94.17
βάρος,6,0.0,94.17
μόσχος,6,0.0,94.18
θυμίαμα,6,0.0,94.18
ἐκδικέω,6,0.0,94.19
τεσσεράκοντα,6,0.0,94.19
Συμεών,6,0.0,94.2
διαφθείρω,6,0.0,94.2
βασανισμός,6,0.0,94.2
ὁμοίωμα,6,0.0,94.21
κατήγορος,6,0.0,94.21
καταπίνω,6,0.0,94.22
στάδιον,6,0.0,94.22
κόκκινος,6,0.0,94.23
πλέω,6,0.0,94.23
κραυγή,6,0.0,94.24
φονεύς,6,0.0,94.24
ὕψος,6,0.0,94.25
Κόρινθος,6,0.0,94.25
δηλόω,6,0.0,94.25
προορίζω,6,0.0,94.26
ἐποικοδομέω,6,0.0,94.26
ἐξαπατάω,6,0.0,94.27
μάταιος,6,0.0,94.27
μιμητής,6,0.0,94.28
καταλλάσσω,6,0.0,94.28
συνευδοκέω,6,0.0,94.29
εἴπερ,6,0.0,94.29
πρόσκομμα,6,0.0,94.3
φθαρτός,6,0.0,94.3
ἱνατί,6,0.0,94.3
ἐπαινέω,6,0.0,94.31
ἐκδέχομαι,6,0.0,94.31
διερμηνεύω,6,0.0,94.32
βάρβαρος,6,0.0,94.32
ἀναπληρόω,6,0.0,94.33
εἰκῇ,6,0.0,94.33
φορέω,6,0.0,94.34
θνητός,6,0.0,94.34
Ἀκύλας,6,0.0,94.35
φίλημα,6,0.0,94.35
μέτοχος,6,0.0,94.35
βραχύς,6,0.0,94.36
κοινωνέω,6,0.0,94.36
ὁμολογία,6,0.0,94.37
σκληρύνω,6,0.0,94.37
ἀπολείπω,6,0.0,94.38
ἀπείθεια,6,0.0,94.38
συναντάω,6,0.0,94.39
μεταμέλομαι,6,0.0,94.39
λειτουργία,6,0.0,94.4
μεσίτης,6,0.0,94.4
συντέλεια,6,0.0,94.4
Νῶε,6,0.0,94.41
ἀγών,6,0.0,94.41
παιδεία,6,0.0,94.42
βαρέω,6,0.0,94.42
πεποίθησις,6,0.0,94.43
νόημα,6,0.0,94.43
Τρῳάς,6,0.0,94.44
ὀσμή,6,0.0,94.44
ἐγκακέω,6,0.0,94.45
σκοπέω,6,0.0,94.45
φαῦλος,6,0.0,94.45
ἀνυπόκριτος,6,0.0,94.46
ὅπλον,6,0.0,94.46
ἐνοικέω,6,0.0,94.47
ἀρκέω,6,0.0,94.47
εὔχομαι,6,0.0,94.48
λείπω,6,0.0,94.48
ποιητής,6,0.0,94.49
ἔχθρα,6,0.0,94.49
ἁγνίζω,6,0.0,94.5
πλάνη,6,0.0,94.5
ταπεινοφροσύνη,6,0.0,94.5
ἐξηγέομαι,6,0.0,94.51
κόλπος,6,0.0,94.51
Ναθαναήλ,6,0.0,94.52
τρώγω,6,0.0,94.52
πηλός,6,0.0,94.53
λύκος,6,0.0,94.53
ὕπνος,6,0.0,94.54
αἰγιαλός,6,0.0,94.54
ἐργασία,6,0.0,94.54
προκόπτω,6,0.0,94.55
ἀνόητος,6,0.0,94.55
φορτίον,6,0.0,94.56
πρᾶξις,6,0.0,94.56
πληροφορέω,6,0.0,94.57
ἀδιάλειπτος,6,0.0,94.57
ἐπιφάνεια,6,0.0,94.58
ἀπειθής,6,0.0,94.58
Ἰκόνιον,6,0.0,94.59
Λύστρα,6,0.0,94.59
ἀπωθέω,6,0.0,94.59
ἐκλογή,6,0.0,94.6
ἐγκεντρίζω,6,0.0,94.6
καθότι,6,0.0,94.61
συμβάλλω,6,0.0,94.61
ὑποδείκνυμι,6,0.0,94.62
ἀποθήκη,6,0.0,94.62
συμφωνέω,6,0.0,94.63
κάρφος,6,0.0,94.63
δοκός,6,0.0,94.64
διάλεκτος,6,0.0,94.64
διαφθορά,6,0.0,94.64
μάγος,6,0.0,94.65
ἐπιβαίνω,6,0.0,94.65
ὄναρ,6,0.0,94.66
ἁλιεύς,5,0.0,94.66
προβαίνω,5,0.0,94.67
ἀνακράζω,5,0.0,94.67
ἐμβριμάομαι,5,0.0,94.67
Ἄλφαιος,5,0.0,94.68
παραπορεύομαι,5,0.0,94.68
Μαθθαῖος,5,0.0,94.68
συμπνίγω,5,0.0,94.69
μέριμνα,5,0.0,94.69
ἄκαρπος,5,0.0,94.7
σπόρος,5,0.0,94.7
